passengers,freight,mail,passenger_miles,origin_city_name_dest_city_name
90,0,0,9900,"Tampa, FL - Fort Myers, FL Total"
13567,223753,0,65365806,"Tampa, FL - Frankfurt, Germany Total"
20003,28149,0,12041806,"Tampa, FL - Grand Cayman, Cayman Islands Total"
17942,6305,0,18677622,"Tampa, FL - Grand Rapids, MI Total"
11,0,0,6380,"Tampa, FL - Greensboro/High Point, NC Total"
16,40,0,7632,"Tampa, FL - Greer, SC Total"
18,0,0,18990,"Tampa, FL - Guatemala City, Guatemala Total"
95,0,0,40755,"Tampa, FL - Gulfport/Biloxi, MS Total"
5230,112,0,8195410,"Tampa, FL - Halifax, Canada Total"
40,0,0,37560,"Tampa, FL - Harlingen/San Benito, TX Total"
131334,77869,123,145912074,"Tampa, FL - Hartford, CT Total"
26646,0,0,9139578,"Tampa, FL - Havana, Cuba Total"
7,0,0,11529,"Tampa, FL - Hayden, CO Total"
1967,0,0,1241177,"Tampa, FL - Holguin, Cuba Total"
7,0,0,32837,"Tampa, FL - Honolulu, HI Total"
378467,430895,1073904,297169439,"Tampa, FL - Houston, TX Total"
2,0,0,1046,"Tampa, FL - Huntsville, AL Total"
104972,79658,581,87861564,"Tampa, FL - Indianapolis, IN Total"
67966,88027,0,70276844,"Tampa, FL - Islip, NY Total"
40,0,0,76040,"Tampa, FL - Jackson, WY Total"
153,0,0,82773,"Tampa, FL - Jackson/Vicksburg, MS Total"
14344,130,0,2596264,"Tampa, FL - Jacksonville, FL Total"
49,0,0,42924,"Tampa, FL - Johnstown, PA Total"
57359,52573,0,60112232,"Tampa, FL - Kansas City, MO Total"
20520,0,0,4924800,"Tampa, FL - Key West, FL Total"
150,0,0,87600,"Tampa, FL - Kinston, NC Total"
99358,354408,303,197126272,"Tampa, FL - Las Vegas, NV Total"
9914,0,0,8585524,"Tampa, FL - Latrobe, PA Total"
2,0,0,2424,"Tampa, FL - Liberia, Costa Rica Total"
115,307,0,84755,"Tampa, FL - Little Rock, AR Total"
74796,2311567,0,331121920,"Tampa, FL - London, United Kingdom Total"
89028,360833,99818,192122424,"Tampa, FL - Los Angeles, CA Total"
44657,18697,0,32465639,"Tampa, FL - Louisville, KY Total"
416,502,0,503360,"Tampa, FL - Lubbock, TX Total"
706,166308,0,785778,"Tampa, FL - Madison, WI Total"
2,0,0,2228,"Tampa, FL - Managua, Nicaragua Total"
60225,10155,0,72510900,"Tampa, FL - Manchester, NH Total"
1392,0,0,487200,"Tampa, FL - Marsh Harbour, The Bahamas Total"
4,0,0,6284,"Tampa, FL - Medellin, Colombia Total"
34342,21709,0,22494010,"Tampa, FL - Memphis, TN Total"
5,0,0,6000,"Tampa, FL - Mexico City, Mexico Total"
253502,89833,4418,51714408,"Tampa, FL - Miami, FL Total"
53,0,0,64077,"Tampa, FL - Midland/Odessa, TX Total"
75455,45190,0,81114125,"Tampa, FL - Milwaukee, WI Total"
172885,125849,318647,225787810,"Tampa, FL - Minneapolis, MN Total"
100,0,0,214800,"Tampa, FL - Missoula, MT Total"
9,0,0,6435,"Tampa, FL - Montego Bay, Jamaica Total"
7727,3133,0,10037373,"Tampa, FL - Montreal, Canada Total"
3,0,0,4893,"Tampa, FL - Montrose/Delta, CO Total"
135966,176995,0,83211192,"Tampa, FL - Nashville, TN Total"
1,0,0,373,"Tampa, FL - Nassau, The Bahamas Total"
103952,179560,0,50728420,"Tampa, FL - New Orleans, LA Total"
535526,553194,168654,539385950,"Tampa, FL - New York, NY Total"
312801,87728,731932,311862597,"Tampa, FL - Newark, NJ Total"
142,0,0,148674,"Tampa, FL - Newburgh/Poughkeepsie, NY Total"
1051,935,0,753567,"Tampa, FL - Norfolk, VA Total"
1493,11086,0,3560805,"Tampa, FL - Oakland, CA Total"
671,10605,0,686433,"Tampa, FL - Oklahoma City, OK Total"
1107,16821,0,1317330,"Tampa, FL - Omaha, NE Total"
1832,639,11998,3869184,"Tampa, FL - Ontario, CA Total"
340,0,2514,27540,"Tampa, FL - Orlando, FL Total"
7190,291,0,9016260,"Tampa, FL - Ottawa, Canada Total"
1,0,0,2048,"Tampa, FL - Palm Springs, CA Total"
5358,0,0,1377006,"Tampa, FL - Panama City, FL Total"
18037,419,0,23736692,"Tampa, FL - Panama City, Panama Total"
1804,0,0,8265928,"Tampa, FL - Paris, France Total"
13593,0,0,4485690,"Tampa, FL - Pensacola, FL Total"
340794,256962,18250,313530480,"Tampa, FL - Philadelphia, PA Total"
149452,441061,139371,267220176,"Tampa, FL - Phoenix, AZ Total"
99330,89479,0,86715090,"Tampa, FL - Pittsburgh, PA Total"
699,0,0,892623,"Tampa, FL - Portland, ME Total"
1073,6349,0,2679281,"Tampa, FL - Portland, OR Total"
94200,37661,0,107011200,"Tampa, FL - Providence, RI Total"
80,0,0,148960,"Tampa, FL - Provo, UT Total"
1,0,0,1515,"Tampa, FL - Puerto Vallarta, Mexico Total"
99805,200081,0,58585535,"Tampa, FL - Raleigh/Durham, NC Total"
680,21160,0,1541560,"Tampa, FL - Reno, NV Total"
209,2701,0,151107,"Tampa, FL - Richmond, VA Total"
37595,21192,0,40565005,"Tampa, FL - Rochester, NY Total"
574,2198,0,1352918,"Tampa, FL - Sacramento, CA Total"
711,2287,0,1342368,"Tampa, FL - Salt Lake City, UT Total"
39352,60769,0,38250144,"Tampa, FL - San Antonio, TX Total"
2582,2353,0,5388634,"Tampa, FL - San Diego, CA Total"
2675,18945,3418,6401275,"Tampa, FL - San Francisco, CA Total"
6,0,0,10356,"Tampa, FL - San Jose del Cabo, Mexico Total"
872,768,0,2064024,"Tampa, FL - San Jose, CA Total"
18,0,0,22356,"Tampa, FL - San Jose, Costa Rica Total"
149305,426779,0,184690285,"Tampa, FL - San Juan, PR Total"
18,0,0,19530,"Tampa, FL - San Salvador, El Salvador Total"
933,1042,0,1984491,"Tampa, FL - Santa Ana, CA Total"
5727,0,0,2353797,"Tampa, FL - Santa Clara, Cuba Total"
5,0,0,1485,"Tampa, FL - Savannah, GA Total"
57552,31009,8625,145031040,"Tampa, FL - Seattle, WA Total"
102,0,0,98940,"Tampa, FL - South Bend, IN Total"
52,0,0,120380,"Tampa, FL - Spokane, WA Total"
26,0,0,39442,"Tampa, FL - St. Johns, Antigua and Barbuda Total"
6,0,0,12576,"Tampa, FL - St. John's, Canada Total"
89522,144633,0,77792646,"Tampa, FL - St. Louis, MO Total"
15,0,0,25500,"Tampa, FL - St. Lucia, Saint Lucia Total"
235,0,0,259440,"Tampa, FL - Syracuse, NY Total"
10766,0,0,2153200,"Tampa, FL - Tallahassee, FL Total"
9,0,0,9036,"Tampa, FL - Tegucigalpa, Honduras Total"
133858,2952,0,146574510,"Tampa, FL - Toronto, Canada Total"
25195,0,0,24061225,"Tampa, FL - Trenton, NJ Total"
314,911,0,540394,"Tampa, FL - Tucson, AZ Total"
521,4326,0,502765,"Tampa, FL - Tulsa, OK Total"
139,0,0,360983,"Tampa, FL - Vancouver, Canada Total"
462804,87432,224643,376254453,"Tampa, FL - Washington, DC Total"
10503,0,0,1827522,"Tampa, FL - West Palm Beach/Palm Beach, FL Total"
33491,758,0,34562712,"Tampa, FL - White Plains, NY Total"
104,0,0,113464,"Tampa, FL - Wichita, KS Total"
3820,0,0,3434180,"Tampa, FL - Wilmington, DE Total"
45,0,0,76545,"Tampa, FL - Winnipeg, Canada Total"
2,0,0,9758,"Tampa, FL - Zurich, Switzerland Total"
1,0,0,377,"Tampico, Mexico - Corpus Christi, TX Total"
13421,0,0,7408392,"Tampico, Mexico - Houston, TX Total"
46,0,0,23000,"Tampico, Mexico - San Antonio, TX Total"
9,396,0,3771,"Tanacross, AK - Huslia, AK Total"
4,0,0,1788,"Tanacross, AK - Koyukuk, AK Total"
4,0,0,2412,"Tanacross, AK - Marshall, AK Total"
2,0,0,770,"Tanacross, AK - McGrath, AK Total"
4,85,0,1824,"Tanacross, AK - Nulato, AK Total"
20,0,0,12780,"Tanacross, AK - St. Mary's, AK Total"
1,0,0,302,"Tanana, AK - Anvik, AK Total"
2761,67204,9435,351312,"Tanana, AK - Fairbanks, AK Total"
28,0,0,4060,"Tanana, AK - Galena, AK Total"
2,0,0,626,"Tanana, AK - Holy Cross, AK Total"
24,40,1430,2064,"Tanana, AK - Hughes, AK Total"
104,63,0,13312,"Tanana, AK - Huslia, AK Total"
2,0,0,362,"Tanana, AK - Kobuk, AK Total"
2,0,0,332,"Tanana, AK - Koyukuk, AK Total"
8,0,0,360,"Tanana, AK - Manley Hot Springs, AK Total"
2,0,0,374,"Tanana, AK - McGrath, AK Total"
8,0,0,640,"Tanana, AK - Minto, AK Total"
2,0,0,790,"Tanana, AK - Nome, AK Total"
26,200,0,1586,"Tanana, AK - Rampart, AK Total"
12,7500,0,1236,"Tanana, AK - Ruby, AK Total"
10,0,0,0,"Tanana, AK - Tanana, AK Total"
275,0,0,1062050,"Tarbes/Lourdes/Pyrenees, France - Baltimore, MD Total"
388,0,0,1427452,"Tarbes/Lourdes/Pyrenees, France - New York, NY Total"
3,0,0,969,"Tarentum, PA - White Plains, NY Total"
12456,0,0,78958584,"Tashkent, Uzbekistan - New York, NY Total"
18,0,34,216,"Tatalina, AK - McGrath, AK Total"
138,1300,0,15456,"Tatitlek, AK - Anchorage, AK Total"
1,0,0,6596,"Tbilisi, Georgia - Fort Lauderdale, FL Total"
35783,183857,0,48629097,"Tegucigalpa, Honduras - Atlanta, GA Total"
4,0,0,5180,"Tegucigalpa, Honduras - Austin, TX Total"
1,0,0,2177,"Tegucigalpa, Honduras - Boston, MA Total"
10,0,0,19230,"Tegucigalpa, Honduras - Chicago, IL Total"
13,0,0,24843,"Tegucigalpa, Honduras - Cleveland, OH Total"
5,0,0,7180,"Tegucigalpa, Honduras - Dallas/Fort Worth, TX Total"
24,0,0,49656,"Tegucigalpa, Honduras - Denver, CO Total"
35460,96696,0,42977520,"Tegucigalpa, Honduras - Houston, TX Total"
2,0,0,2368,"Tegucigalpa, Honduras - Jacksonville, FL Total"
15,0,0,34500,"Tegucigalpa, Honduras - Las Vegas, NV Total"
5,0,0,11920,"Tegucigalpa, Honduras - Los Angeles, CA Total"
51543,632988,69957,47625732,"Tegucigalpa, Honduras - Miami, FL Total"
22,0,0,33418,"Tegucigalpa, Honduras - Nashville, TN Total"
534,0,0,594342,"Tegucigalpa, Honduras - New Orleans, LA Total"
6,0,0,12048,"Tegucigalpa, Honduras - New York, NY Total"
52,0,0,103792,"Tegucigalpa, Honduras - Newark, NJ Total"
26,0,0,27534,"Tegucigalpa, Honduras - Orlando, FL Total"
514,0,0,817260,"Tegucigalpa, Honduras - Raleigh/Durham, NC Total"
13,0,0,35074,"Tegucigalpa, Honduras - San Francisco, CA Total"
16,0,0,48928,"Tegucigalpa, Honduras - Seattle, WA Total"
17,0,0,17068,"Tegucigalpa, Honduras - Tampa, FL Total"
132,0,0,239844,"Tegucigalpa, Honduras - Washington, DC Total"
13410,0,0,73647720,"Tel Aviv, Israel - Boston, MA Total"
128,0,0,753280,"Tel Aviv, Israel - Camp Springs, MD Total"
55730,2134000,0,422043290,"Tel Aviv, Israel - Los Angeles, CA Total"
308417,16172214,641421,1751059503,"Tel Aviv, Israel - New York, NY Total"
250540,21695906,436633,1426073680,"Tel Aviv, Israel - Newark, NJ Total"
1,0,0,6535,"Tel Aviv, Israel - Orlando, FL Total"
74393,2814312,0,429322003,"Tel Aviv, Israel - Philadelphia, PA Total"
1435,0,0,10650570,"Tel Aviv, Israel - San Francisco, CA Total"
7,0,0,39767,"Tel Aviv, Israel - Teterboro, NJ Total"
12,400,0,936,"Telida, AK - McGrath, AK Total"
57,10,0,399,"Teller, AK - Brevig Mission, AK Total"
9,0,0,1719,"Teller, AK - Gambell, AK Total"
18,0,0,2754,"Teller, AK - Koyuk, AK Total"
942,4178,7974,53694,"Teller, AK - Nome, AK Total"
7,0,0,1512,"Teller, AK - Point Hope, AK Total"
61,0,0,4270,"Teller, AK - Shishmaref, AK Total"
18,0,0,3150,"Teller, AK - St. Michael, AK Total"
46,0,0,8740,"Teller, AK - Unalakleet, AK Total"
54,5,0,3078,"Teller, AK - Wales, AK Total"
9,0,0,846,"Teller, AK - White Mountain, AK Total"
5,0,0,3545,"Telluride, CO - Santa Barbara, CA Total"
8,0,0,14488,"Telluride, CO - Teterboro, NJ Total"
3,0,0,2502,"Temple, TX - Grand Junction, CO Total"
13,288,0,351,"Tenakee, AK - Angoon, AK Total"
1,0,0,27,"Tenakee, AK - Hoonah, AK Total"
849,5107,6567,42450,"Tenakee, AK - Juneau, AK Total"
1,0,0,41,"Tenakee, AK - Pelican, AK Total"
3,0,0,17352,"Tenerife, Spain - Los Angeles, CA Total"
126,0,0,88704,"Terre Haute, IN - Fargo, ND Total"
124,0,0,70184,"Terre Haute, IN - Sioux Falls, SD Total"
44,0,0,24728,"Terre Haute, IN - Wichita, KS Total"
2,0,0,774,"Teterboro, NJ - Akron, OH Total"
2,0,0,264,"Teterboro, NJ - Albany, NY Total"
11,0,0,40095,"Teterboro, NJ - Amsterdam, Netherlands Total"
6,0,0,21312,"Teterboro, NJ - Angers, France Total"
10,0,0,49450,"Teterboro, NJ - Athens, Greece Total"
5,0,0,3700,"Teterboro, NJ - Atlanta, GA Total"
2,0,0,200,"Teterboro, NJ - Atlantic City, NJ Total"
1,0,0,338,"Teterboro, NJ - Augusta/Waterville, ME Total"
9,0,0,34965,"Teterboro, NJ - Avignon, France Total"
3,0,0,17487,"Teterboro, NJ - Baku, Azerbaijan Total"
3,0,0,1146,"Teterboro, NJ - Bar Harbor, ME Total"
2,0,0,4212,"Teterboro, NJ - Barbados/Bridgetown, Barbados Total"
1,0,0,1192,"Teterboro, NJ - Baton Rouge, LA Total"
4,0,0,728,"Teterboro, NJ - Bedford, MA Total"
2,0,0,13644,"Teterboro, NJ - Beijing, China Total"
2,330,0,6330,"Teterboro, NJ - Belfast, United Kingdom Total"
7,0,0,1029,"Teterboro, NJ - Bennington, VT Total"
4,0,0,15928,"Teterboro, NJ - Berlin, Germany Total"
2,0,0,274,"Teterboro, NJ - Binghamton, NY Total"
1,0,0,132,"Teterboro, NJ - Block Island, RI Total"
10,0,0,1900,"Teterboro, NJ - Boston, MA Total"
4,0,0,21132,"Teterboro, NJ - Buenos Aires, Argentina Total"
133,0,0,325717,"Teterboro, NJ - Burbank, CA Total"
1,0,0,309,"Teterboro, NJ - Butler, PA Total"
4,0,0,22480,"Teterboro, NJ - Cairo, Egypt Total"
5,0,0,19380,"Teterboro, NJ - Chambery, France Total"
4,0,0,2492,"Teterboro, NJ - Charlo, Canada Total"
2,0,0,440,"Teterboro, NJ - Chatham, MA Total"
46,0,0,33170,"Teterboro, NJ - Chicago, IL Total"
35,0,0,20160,"Teterboro, NJ - Cincinnati, OH Total"
18,0,0,7020,"Teterboro, NJ - Cleveland, OH Total"
3,0,0,4884,"Teterboro, NJ - Colorado Springs, CO Total"
51,0,0,31314,"Teterboro, NJ - Columbia, SC Total"
44,0,0,20636,"Teterboro, NJ - Columbus, OH Total"
5,0,0,15575,"Teterboro, NJ - Cork, Ireland Total"
2,0,0,7646,"Teterboro, NJ - Dakar, Senegal Total"
11,0,0,15103,"Teterboro, NJ - Dallas, TX Total"
2,0,0,3246,"Teterboro, NJ - Denver, CO Total"
5,0,0,15905,"Teterboro, NJ - Dublin, Ireland Total"
4,0,0,380,"Teterboro, NJ - East Hampton, NY Total"
6,0,0,2154,"Teterboro, NJ - Edenton, NC Total"
4,0,0,13024,"Teterboro, NJ - Edinburgh, United Kingdom Total"
25,0,0,86125,"Teterboro, NJ - Farnborough, United Kingdom Total"
8,0,0,880,"Teterboro, NJ - Fishers Island, NY Total"
2,0,0,8332,"Teterboro, NJ - Florence, Italy Total"
2,0,0,7718,"Teterboro, NJ - Frankfurt, Germany Total"
1,0,0,269,"Teterboro, NJ - Fryeburg, ME Total"
7,0,0,27076,"Teterboro, NJ - Geneva, Switzerland Total"
5,0,0,16085,"Teterboro, NJ - Glasgow, United Kingdom Total"
1,0,0,3770,"Teterboro, NJ - Gothenburg, Sweden Total"
9,0,0,13914,"Teterboro, NJ - Grand Cayman, Cayman Islands Total"
3,0,0,294,"Teterboro, NJ - Great Barrington, MA Total"
1,0,0,3765,"Teterboro, NJ - Greven, Germany Total"
2,0,0,7626,"Teterboro, NJ - Hamburg, Germany Total"
2,0,0,1566,"Teterboro, NJ - Hamilton, Bermuda Total"
47,0,0,16074,"Teterboro, NJ - Hamilton, Canada Total"
3,0,0,474,"Teterboro, NJ - Hamilton, NY Total"
1,0,0,149,"Teterboro, NJ - Harrisburg, PA Total"
2,0,0,208,"Teterboro, NJ - Hartford, CT Total"
10,0,0,80530,"Teterboro, NJ - Hong Kong, Hong Kong Total"
2,0,0,2842,"Teterboro, NJ - Houston, TX Total"
17,0,0,3485,"Teterboro, NJ - Hyannis, MA Total"
2,0,0,7764,"Teterboro, NJ - Ibiza, Spain Total"
7,0,0,4557,"Teterboro, NJ - Indianapolis, IN Total"
3,0,0,9711,"Teterboro, NJ - Isle of Man, United Kingdom Total"
4,0,0,1420,"Teterboro, NJ - Islesboro, ME Total"
1,0,0,168,"Teterboro, NJ - Ithaca/Cortland, NY Total"
9,0,0,66519,"Teterboro, NJ - Jaipur, India Total"
4,0,0,13728,"Teterboro, NJ - Jersey, United Kingdom Total"
9,0,0,1521,"Teterboro, NJ - Keene, NH Total"
4,0,0,19064,"Teterboro, NJ - Kishinev, Moldova Total"
12,0,0,50424,"Teterboro, NJ - Klagenfurt, Austria Total"
4,0,0,1540,"Teterboro, NJ - La Macaza, Canada Total"
2,0,0,472,"Teterboro, NJ - Lake Placid, NY Total"
3,0,0,6696,"Teterboro, NJ - Las Vegas, NV Total"
6,0,0,1272,"Teterboro, NJ - Lebanon-Hanover, NH Total"
8,0,0,2344,"Teterboro, NJ - Lewiston/Auburn, ME Total"
7,0,0,25494,"Teterboro, NJ - Lima, Peru Total"
13,0,0,5135,"Teterboro, NJ - London, Canada Total"
49,0,0,169444,"Teterboro, NJ - London, United Kingdom Total"
4,0,0,9836,"Teterboro, NJ - Los Angeles, CA Total"
5,0,0,17615,"Teterboro, NJ - Lydd, United Kingdom Total"
3,0,0,2403,"Teterboro, NJ - Madison, WI Total"
28,0,0,100716,"Teterboro, NJ - Madrid, Spain Total"
3,0,0,10029,"Teterboro, NJ - Manchester, United Kingdom Total"
516,0,0,94944,"Teterboro, NJ - Martha's Vineyard, MA Total"
3,0,0,27771,"Teterboro, NJ - Mauritius Island, Mauritius Total"
6,0,0,1332,"Teterboro, NJ - Middlebury, VT Total"
9,0,0,36081,"Teterboro, NJ - Milan, Italy Total"
3,0,0,3027,"Teterboro, NJ - Minneapolis, MN Total"
38,4318,0,12122,"Teterboro, NJ - Montreal, Canada Total"
2,0,0,3600,"Teterboro, NJ - Montrose/Delta, CO Total"
24,0,0,112068,"Teterboro, NJ - Moscow, Russia Total"
1,0,0,3888,"Teterboro, NJ - Mulhouse, France Total"
1,0,0,4040,"Teterboro, NJ - Munich, Germany Total"
4,0,0,14024,"Teterboro, NJ - Nantes, France Total"
1618,0,0,341398,"Teterboro, NJ - Nantucket, MA Total"
11,0,0,48466,"Teterboro, NJ - Naples, Italy Total"
8,0,0,8856,"Teterboro, NJ - Nassau, The Bahamas Total"
4,0,0,440,"Teterboro, NJ - New London/Groton, CT Total"
2,0,0,304,"Teterboro, NJ - Newport, RI Total"
22,0,0,87912,"Teterboro, NJ - Nice, France Total"
6,0,0,810,"Teterboro, NJ - North Adams, MA Total"
2,0,0,294,"Teterboro, NJ - North Kingstown, RI Total"
1,0,0,127,"Teterboro, NJ - Northampton, MA Total"
7,0,0,24178,"Teterboro, NJ - Northolt, United Kingdom Total"
9,0,0,1584,"Teterboro, NJ - Norwood, MA Total"
1,0,0,3685,"Teterboro, NJ - Oslo, Norway Total"
1,0,0,319,"Teterboro, NJ - Ottawa, Canada Total"
2,0,0,6822,"Teterboro, NJ - Oxford, United Kingdom Total"
51,0,0,185385,"Teterboro, NJ - Paris, France Total"
7,0,0,28651,"Teterboro, NJ - Parma, Italy Total"
10,0,0,920,"Teterboro, NJ - Philadelphia, PA Total"
17,0,0,28917,"Teterboro, NJ - Philipsburg, Sint Maarten Total"
1,0,0,484,"Teterboro, NJ - Pinehurst/Southern Pines, NC Total"
11,0,0,3455,"Teterboro, NJ - Pittsburgh, PA Total"
9,0,0,1044,"Teterboro, NJ - Pittsfield, MA Total"
2,0,0,998,"Teterboro, NJ - Pontiac, MI Total"
1,0,0,272,"Teterboro, NJ - Portland, ME Total"
4,0,0,16332,"Teterboro, NJ - Prague, Czech Republic Total"
20,0,0,3000,"Teterboro, NJ - Providence, RI Total"
22,0,0,28996,"Teterboro, NJ - Providenciales, Turks and Caicos Islands Total"
25,0,0,5400,"Teterboro, NJ - Provincetown, MA Total"
2,0,0,3936,"Teterboro, NJ - Provo, UT Total"
4,0,0,1724,"Teterboro, NJ - Quebec, Canada Total"
3,0,0,4827,"Teterboro, NJ - Regina, Canada Total"
4,0,0,26108,"Teterboro, NJ - Riyadh, Saudi Arabia Total"
4,0,0,6572,"Teterboro, NJ - Road Town, British Virgin Islands Total"
5,0,0,895,"Teterboro, NJ - Rome, NY Total"
3,0,0,10923,"Teterboro, NJ - Rotterdam, Netherlands Total"
5,0,0,6295,"Teterboro, NJ - Salina, KS Total"
4,0,0,10208,"Teterboro, NJ - San Jose, CA Total"
1,0,0,1616,"Teterboro, NJ - San Juan, PR Total"
10,0,0,25200,"Teterboro, NJ - Santa Barbara, CA Total"
1,0,0,1769,"Teterboro, NJ - Santa Fe, NM Total"
7,0,0,23107,"Teterboro, NJ - Santiago de Compostela, Spain Total"
3,0,0,15336,"Teterboro, NJ - Santiago, Chile Total"
1,0,0,9470,"Teterboro, NJ - Seletar, Singapore Total"
2,0,0,294,"Teterboro, NJ - Selinsgrove, PA Total"
2,0,0,376,"Teterboro, NJ - Skaneateles, NY Total"
1,0,0,855,"Teterboro, NJ - St. Augustine, FL Total"
5,0,0,4395,"Teterboro, NJ - St. Louis, MO Total"
2,0,0,7836,"Teterboro, NJ - Stockholm, Sweden Total"
3,0,0,11775,"Teterboro, NJ - Stuttgart, Germany Total"
4,0,0,8216,"Teterboro, NJ - Sun Valley/Hailey/Ketchum, ID Total"
2,0,0,376,"Teterboro, NJ - Syracuse, NY Total"
2,0,0,15570,"Teterboro, NJ - Taipei, Taiwan Total"
7,0,0,39767,"Teterboro, NJ - Tel Aviv, Israel Total"
14,0,0,23674,"Teterboro, NJ - The Valley, Anguilla Total"
14,0,0,29582,"Teterboro, NJ - Toluca, Mexico Total"
193,1910,0,66726,"Teterboro, NJ - Toronto, Canada Total"
8,0,0,30192,"Teterboro, NJ - Valencia, Spain Total"
27,0,0,66312,"Teterboro, NJ - Van Nuys, CA Total"
7,0,0,16996,"Teterboro, NJ - Vancouver, Canada Total"
6,0,0,24948,"Teterboro, NJ - Venice, Italy Total"
8,0,0,33936,"Teterboro, NJ - Vienna, Austria Total"
27,0,0,6021,"Teterboro, NJ - Washington, DC Total"
8,0,0,520,"Teterboro, NJ - Waterbury, CT Total"
3,0,0,72,"Teterboro, NJ - White Plains, NY Total"
34,0,0,133756,"Teterboro, NJ - Zurich, Switzerland Total"
30,0,0,22260,"Texarkana, AR - Columbia, SC Total"
34805,403,6,6299705,"Texarkana, AR - Dallas/Fort Worth, TX Total"
46,0,0,3220,"Texarkana, AR - Shreveport, LA Total"
5,0,0,345,"The Dalles, OR - Portland, OR Total"
851,0,0,107226,"The Valley, Anguilla - Charlotte Amalie, VI Total"
1,0,0,1274,"The Valley, Anguilla - Fort Pierce, FL Total"
1834,11010,0,355796,"The Valley, Anguilla - San Juan, PR Total"
13,0,0,21983,"The Valley, Anguilla - Teterboro, NJ Total"
2,0,0,3394,"The Valley, Anguilla - White Plains, NY Total"
4,0,0,528,"Thermal, CA - Burbank, CA Total"
1,0,0,1118,"Thermal, CA - Dallas, TX Total"
2,0,0,358,"Thermal, CA - Las Vegas, NV Total"
4,0,0,4044,"Thermal, CA - Seattle, WA Total"
1029,0,0,268569,"Thief River Falls, MN - Minneapolis, MN Total"
3,16,0,84,"Thorne Bay, AK - Craig, AK Total"
4,0,0,60,"Thorne Bay, AK - Hollis, AK Total"
2358,15506,17908,96580,"Thorne Bay, AK - Ketchikan, AK Total"
3,0,186,36,"Thorne Bay, AK - Meyers Chuck, AK Total"
6,0,0,546,"Thorne Bay, AK - Port Alexander, AK Total"
3,0,0,63,"Thorne Bay, AK - Saltery Cove, AK Total"
5,0,0,1655,"Tijuana, Mexico - Fresno, CA Total"
1,0,0,128,"Tijuana, Mexico - Los Angeles, CA Total"
6867,0,0,3193155,"Tijuana, Mexico - Oakland, CA Total"
102,2,27,10506,"Tin City, AK - Nome, AK Total"
3,0,0,354,"Tinian, TT - Guam, TT Total"
101,8909,0,6262,"Tinian, TT - Rota, TT Total"
46873,53898,0,515603,"Tinian, TT - Saipan, TT Total"
12,0,0,52164,"Tivat, Montenegro - Hyannis, MA Total"
3975,0,0,8661525,"Tobago, Trinidad and Tobago - New York, NY Total"
1,0,0,174,"Tofino, Canada - Kenmore, WA Total"
2,0,0,242,"Tofino, Canada - Lopez Island, WA Total"
38,0,0,7147,"Tofino, Canada - Seattle, WA Total"
131,430,0,50828,"Togiak, AK - Anchorage, AK Total"
165,1001,5903,21285,"Togiak, AK - Bethel, AK Total"
564,947,16520,37788,"Togiak, AK - Dillingham, AK Total"
4,0,0,396,"Togiak, AK - Eek, AK Total"
1,0,0,199,"Togiak, AK - Iliamna, AK Total"
2,0,0,292,"Togiak, AK - Kasigluk, AK Total"
3,0,0,339,"Togiak, AK - Kwigillingok, AK Total"
30,350,842,1440,"Togiak, AK - Manokotak, AK Total"
83,200,384628,5893,"Togiak, AK - Quinhagak, AK Total"
3,0,0,579,"Togiak, AK - Toksook, AK Total"
9,6,2295,45,"Togiak, AK - Twin Hills, AK Total"
20,200,0,5440,"Tok, AK - Anchorage, AK Total"
18,1006,6740,1080,"Tok, AK - Chicken, AK Total"
79,62540,5899,7268,"Tok, AK - Chisana, AK Total"
7,616,0,798,"Tok, AK - Eagle, AK Total"
184,3870,4,33304,"Tok, AK - Fairbanks, AK Total"
5,6,0,945,"Tok, AK - Healy, AK Total"
13,136,0,533,"Tok, AK - Northway, AK Total"
56,4006,0,0,"Tok, AK - Tok, AK Total"
47,0,0,4606,"Toksook, AK - Atmautluak, AK Total"
3686,6753,11448,412832,"Toksook, AK - Bethel, AK Total"
685,37,0,26715,"Toksook, AK - Chefornak, AK Total"
28,0,0,1988,"Toksook, AK - Chevak, AK Total"
9,0,0,2268,"Toksook, AK - Dillingham, AK Total"
18,0,0,1620,"Toksook, AK - Kasigluk, AK Total"
164,0,0,9184,"Toksook, AK - Kipnuk, AK Total"
3,0,0,258,"Toksook, AK - Kongiganak, AK Total"
3,20,0,375,"Toksook, AK - Kwethluk, AK Total"
17,0,0,1377,"Toksook, AK - Kwigillingok, AK Total"
106,11,0,4452,"Toksook, AK - Mekoryuk, AK Total"
6,0,0,1854,"Toksook, AK - Naknek, AK Total"
11,0,0,1166,"Toksook, AK - Napakiak, AK Total"
12,0,0,1356,"Toksook, AK - Napaskiak, AK Total"
502,87,0,15562,"Toksook, AK - Newtok, AK Total"
538,171,1730,7532,"Toksook, AK - Nightmute, AK Total"
5,0,0,465,"Toksook, AK - Nunapitchuk, AK Total"
2,0,0,242,"Toksook, AK - Pilot Station, AK Total"
12,0,0,1860,"Toksook, AK - Platinum, AK Total"
9,0,0,1116,"Toksook, AK - Quinhagak, AK Total"
5,0,0,1555,"Toksook, AK - South Naknek, AK Total"
16,0,0,1936,"Toksook, AK - St. Mary's, AK Total"
76,0,0,0,"Toksook, AK - Toksook, AK Total"
